official_facility_id,official_name,official_type,official_star_rating,room_count,bed_count,official_address_area,official_phone,mapped_project_area,area_mapping_confidence,certificate_scope,source_url,source_retrieved_at,merge_note
OFFBOD059,CAJA BY MAXX ROYAL,4 YILDIZLI OTEL,4,22,76,TÜRKBÜKÜ MAH.,,Türkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD060,CAPE BODRUM LUXURY HOTEL & BEACH,4 YILDIZLI OTEL,4,110,220,GÜNDOĞAN MAH.,0252 387 9789,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD061,CHARM BEACH HOTEL,4 YILDIZLI OTEL,4,112,236,TURGUTREİS MAH.,0252 319 5550,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD062,CLUB SHARK OTEL,4 YILDIZLI OTEL,4,105,210,GÜMBET MAHALLESİ,0252 319 3620,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD063,DRAGUT POINT SOUTH HOTEL,4 YILDIZLI OTEL,4,84,168,TURGUTREİS MAH.,0252 382 3094,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD064,DOUBLETREE BY HİLTON BODRUM MARİNA VİST,A4 YILDIZLI OTEL,4,87,176,ESKİÇEŞME MAH.,0252 316 2269,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD065,FOREVER CLUB,4 YILDIZLI OTEL,4,210,420,KUMBAHÇE MAH.,0252 313 5555,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD066,GOLDEN AGE CRYSTAL BODRUM,4 YILDIZLI OTEL,4,167,354,GÜMÜŞLÜK MAH.,0252 388 7040,Gümüşlük,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD067,JASMİN BEACH OTEL,4 YILDIZLI OTEL,4,254,508,GÜMBET,0252 319 4790,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD068,LATANYA BODRUM BEACH CLUB,4 YILDIZLI OTEL,4,239,542,YALI MAHALLESİ,0252 368 9111,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD069,LA QUINTA BY WYNDHAM BODRUM,4 YILDIZLI OTEL,4,173,346,ESKİÇEŞME MAH.,0252 313 0371,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD070,MANASTIR HOTEL& SUİTES,4 YILDIZLI OTEL,4,73,146,KUMBAHÇE MAH.,0252 316 2854,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD071,MIO BIANCO OTEL,4 YILDIZLI OTEL,4,130,287,AKYARLAR MAH.,0252 393 8542,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD072,OKALİPTUS OTEL,4 YILDIZLI OTEL,4,68,164,BİTEZ MAHALLESİ,0252 363 7957,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD073,OTEL KARİA PRİNCESS,4 YILDIZLI OTEL,4,55,110,ESKİÇEŞME MAH.,0252 316 8971,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD074,PARKIM AYAZ OTEL,4 YILDIZLI OTEL,4,237,474,GÜMBET MAHALLESİ,0252 319 5550,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD075,PETUNYA BEACH RESORT,4 YILDIZLI OTEL,4,248,488,ORTAKENT MAH.,0252 348 4548,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD076,RADİSSON OTEL COLLECTİON OTEL,4 YILDIZLI OTEL,4,80,160,AKYARLAR MAH.,0252 999 1510,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD077,RAMMOS HOTEL&BEACH,4 YILDIZLI OTEL,4,144,304,TURGUTREİS MAH.,,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD078,SENTİDO BELLAZURE HOTEL,4 YILDIZLI OTEL,4,178,356,AKYARLAR MAH.,0252 393 6090,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD079,VİTA BELLA HOTEL RESORT & SPA,4 YILDIZLI OTEL,4,40,84,GÜNDOĞAN MAH.,0252 387 9575,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD080,VOYAGE BODRUM PRIVATE,4 YILDIZLI OTEL,4,26,52,ESKİÇEŞME MAH.,0252 316 4443,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD081,VOYAGE TÜRKBÜKÜ,4 YILDIZLI OTEL,4,47,94,GÖLTÜRKBÜKÜ,0252 377 5477,Türkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD082,WOXXIE HOTEL,4 YILDIZLI OTEL,4,152,306,AKYARLAR MAH.,0252 382 2335,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD083,YELKEN MANDALİNCİ OTEL,4 YILDIZLI OTEL,4,96,218,TURGUTREİS MAH.,0252 382 9143,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD084,ZEYTİNADA OTEL,4 YILDIZLI OTEL,4,78,164,TORBA MAHALLESİ,0252 367 2275,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD085,ALVİN OTEL,3 YILDIZLI OTEL,3,29,58,ESKİÇEŞME MAH.,0252 316 5044,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD086,BİTEZ GARDEN LİFE HOTEL & SUİTES,3 YILDIZLI OTEL,3,177,354,BİTEZ MAHALLESİ,,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD087,BODRUM BLUE BAY HOTEL,3 YILDIZLI OTEL,3,41,86,BİTEZ MAHALLESİ,0252 363 7856,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD088,BODRUM EOS OTELİ,3 YILDIZLI OTEL,3,107,214,OMURÇA MAH.,0252 316 5689,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD089,CENNET PARK OTEL,3 YILDIZLI OTEL,3,44,92,GÜNDOĞAN MAH.,0252 387 9045,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD090,CLUB HOTEL FLORA,3 YILDIZLI OTEL,3,70,140,GÜMBET MAHALLESİ,0252 319 4000,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD091,ÇOMÇA MANZARA,3 YILDIZLI OTEL,3,96,215,OMURÇA MAH.,0252 316 2012,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD092,DRAGUT POINT NORTH HOTEL,3 YILDIZLI OTEL,3,70,152,TURGUTREİS MAH.,0252 382 4026,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD093,DORUK OTEL,3 YILDIZLI OTEL,3,24,48,BAHÇELİEVLER MAH.,0252 614 9860,Turgutreis,medium,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD094,ELİSTA OTEL,3 YILDIZLI OTEL,3,28,58,GÖLTÜRKBÜKÜ,,Türkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD095,HEREDOT BEACH HOTEL,3 YILDIZLI OTEL,3,17,36,ORTAKENT MAH.,,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD096,KEREM RESORT,3 YILDIZLI OTEL,3,86,172,TURGUTREİS MAH.,0252 382 6401,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD097,LA BREZZA SUIT& HOTEL,3 YILDIZLI OTEL,3,31,62,AKYARLAR MAH.,0252 393 6677,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD098,LİONA HOTEL,3 YILDIZLI OTEL,3,44,92,GÜNDOĞAN MAH.,0252 387 9212,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD099,MIO MARE HOTEL,3 YILDIZLI OTEL,3,50,100,AKYARLAR MAH.,0252 393 8540,Akyarlar,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD100,MOYO,3 YILDIZLI OTEL,3,48,96,TORBA MAHALLESİ,0252 367 14 17,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD101,NATUR GARDEN OTEL,3 YILDIZLI OTEL,3,89,178,BİTEZ MAHALLESİ,0252 363 0535,Bitez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD102,OTEL ATRİUM,3 YILDIZLI OTEL,3,57,114,OMURÇA MAH.,0252 316 2181,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD103,PRİNCESS ARTEMISIA OTEL,3 YILDIZLI OTEL,3,50,100,YALIKAVAK MAH.,0252 385 4133,Yalıkavak,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD104,SAMİ OTEL,3 YILDIZLI OTEL,3,108,216,GÜMBET MAH.,0252 319 3600,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD105,SEASIDE BEACH CLUB BODRUM,3 YILDIZLI OTEL,3,70,140,ORTAKENT YAHŞİ,,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD106,SEÇKİN KONAKLAR,3 YILDIZLI OTEL,3,46,111,N.TEVFİK CAD.,0252 316 1351,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD107,SELVİ BEACH OTEL,3 YILDIZLI OTEL,3,20,40,GÖLTÜRKBÜKÜ,0252 316 9209,Türkbükü,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD108,SERPİNA OTEL,3 YILDIZLI OTEL,3,50,95,ESKİÇEŞME MAH.,0252 319 4575,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD109,TAMARİSK MURAT OTEL,3 YILDIZLI OTEL,3,41,82,ORTAKENT MAH.,0252 358 5072,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD110,TORBAHAN OTELİ,3 YILDIZLI OTEL,3,50,100,TORBA MAHALLESİ,0252 367 1073,Torba,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD111,TROPİCANA BEACH OTEL,3 YILDIZLI OTEL,3,42,104,GÜMBET MAHALLESİ,0252 313 3523,Gümbet,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD112,VİLLA RUSTİCA HOTEL,3 YILDIZLI OTEL,3,30,60,GÜNDOĞAN MAH.,0542 212 0035,Gündoğan,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD113,ZEST FOR LİFE,3 YILDIZLI OTEL,3,24,48,ORTAKENT MAH.,0252 348 3990,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD114,BABANA OTEL,2 YILDIZLI OTEL,2,36,72,YALI MAHALLESİ,0252 357 7198,,,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD115,CEMRE OTEL,2 YILDIZLI OTEL,2,25,50,TURGUTREİS MAH.,0252 382 2415,Turgutreis,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD116,EDEN OTEL,2 YILDIZLI OTEL,2,32,64,KUMBAHÇE MAH.,0252 316 2095,Bodrum Merkez,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
OFFBOD117,ESKİ YALI OTEL,2 YILDIZLI OTEL,2,44,95,ORTAKENT MAH.,0252 358 5822,Ortakent-Yahşi,high,işletme belgeli tesis,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,2026-08-25,Bu tablo resmi tesis kayıtlarının ham/zenginleştirme tablosudur; proje hotel_id ile fuzzy/adres/telefon eşleştirmesi sonraki audit-merge aşamasında yapılmalıdır.
