hotel_id,place_id,hotel_name,area,district,province,country,property_category,official_star_rating,google_rating,google_rating_scale,google_review_count,search_price_usd_snapshot,price_note,address,phone,business_status,collected_at,source_url,area_hotel_count,has_price_snapshot,has_official_star_rating,has_phone,has_business_status,review_count_log1p,review_confidence_weight,weighted_google_rating,area_median_google_rating,rating_gap_from_area_median,area_median_price_snapshot,price_gap_from_area_median,price_ratio_to_area_median,price_percentile_within_area,review_count_percentile_within_area,official_facility_id,official_name,official_type,official_star_rating_verified,official_room_count,official_bed_count,official_phone_verified,official_address_area,official_match_score,official_match_method,official_source_url,official_match_status
BOD035,ChIJwW3ot1FsvhQR9l2PzmY0rzI,Azka Otel - Bardakçı Koyu,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,1926,461.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bardakçı Koyu, Eskiçeşme, Kaptan Kalesi Sk., 48400 Bodrum/Muğla, Türkiye",+902525300010,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Azka%20Otel%20-%20Bardak%C3%A7%C4%B1%20Koyu&query_place_id=ChIJwW3ot1FsvhQR9l2PzmY0rzI,13,True,False,True,False,7.563719668414366,0.8051839464882943,4.070823752787068,4.3,-0.2999999999999998,169.0,292.0,2.727810650887574,0.8461538461538461,0.8461538461538461,,,,,,,,,,,,UNMATCHED
BOD036,ChIJGdWqDm5svhQRoL1G8LyU33U,Bodrium Hotel & SPA,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,1102,151.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, Büyük İskender Cd. No:13, 48400 Bodrum/Muğla, Türkiye",+902523169777,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrium%20Hotel%20%26%20SPA&query_place_id=ChIJGdWqDm5svhQRoL1G8LyU33U,13,True,False,True,False,7.005789019253503,0.7028061224489796,4.529726031037415,4.3,0.2999999999999998,169.0,-18.0,0.893491124260355,0.4615384615384615,0.4615384615384615,OFFBOD167,BODRİUM OTEL & SPA,ÖZEL TESİS KNL,3.0,50.0,100.0,0252 311 0360,Bodrum Merkez,0.7818,fuzzy,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD037,ChIJb6V7XlZsvhQRMLIIPP4BchI,Bodrum Bay Resort,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,3.3,5,1825,414.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, Haremtan Sk. No:1, 48400 Bodrum/Muğla, Türkiye",,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Bay%20Resort&query_place_id=ChIJb6V7XlZsvhQRMLIIPP4BchI,13,True,False,False,False,7.509883061154913,0.7965953731994763,3.51632929579514,4.3,-1.0,169.0,245.0,2.4497041420118344,0.7692307692307693,0.7692307692307693,,,,,,,,,,,,UNMATCHED
BOD038,ChIJz-flR21svhQR6aYNONMx9Q4,Casa Mare Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.0,5,274,103.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme, suat kaya sokak no10, 48400 Bodrum/Muğla, Türkiye",+902523130062,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Mare%20Bodrum&query_place_id=ChIJz-flR21svhQR6aYNONMx9Q4,13,True,False,True,False,5.616771097666572,0.3702702702702702,4.228932995495495,4.3,-0.2999999999999998,169.0,-66.0,0.6094674556213018,0.1538461538461538,0.2307692307692307,,,,,,,,,,,,UNMATCHED
BOD039,ChIJyVnm4XtrvhQRWSj607ouwhs,Casa Nonna Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.6,5,238,509.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mahallesi İçmeler Mevkii No:60, 48400 Bodrum/Muğla, Türkiye",+905306042200,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Nonna%20Bodrum&query_place_id=ChIJyVnm4XtrvhQRWSj607ouwhs,13,True,False,True,False,5.476463551931511,0.3380681818181818,4.443480705492424,4.3,0.2999999999999998,169.0,340.0,3.0118343195266273,1.0,0.1538461538461538,,,,,,,,,,,,UNMATCHED
BOD040,ChIJqeEj9m5svhQRjGIlBcbvQAk,Diamond of Bodrum Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.1,5,3022,175.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Atatürk Cd. No:136, 48400 Bodrum/Muğla, Türkiye",+902522110440,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Diamond%20of%20Bodrum%20Hotel&query_place_id=ChIJqeEj9m5svhQRjGIlBcbvQAk,13,True,False,True,False,8.014004994779459,0.8663990825688074,4.135209408448012,4.3,-0.2000000000000001,169.0,6.0,1.0355029585798816,0.6153846153846154,1.0,,,,,,,,,,,,UNMATCHED
BOD041,ChIJg044KVZsvhQRr4Ud9rwcZYA,La Quinta by Wyndham Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.3,5,1764,169.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Eskiçeşme Mh, Bardakçı Sk. No:29, 48400 Bodrum/Muğla, Türkiye",+902523450090,,2026-08-24,https://www.google.com/maps/search/?api=1&query=La%20Quinta%20by%20Wyndham%20Bodrum&query_place_id=ChIJg044KVZsvhQRr4Ud9rwcZYA,13,True,False,True,False,7.475905969367397,0.7910313901345292,4.313278213751868,4.3,0.0,169.0,0.0,1.0,0.5384615384615384,0.6923076923076923,OFFBOD069,LA QUINTA BY WYNDHAM BODRUM,4 YILDIZLI OTEL,4.0,173.0,346.0,0252 313 0371,Bodrum Merkez,0.8,name_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD042,ChIJPxuR8hFsvhQRlxMn8dN2TlI,Mandarin Resort Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,3.9,5,1647,135.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Dr. Mümtaz Ataman Cd. No:27, 48400 Bodrum/Muğla, Türkiye",+902523450453,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mandarin%20Resort%20Hotel&query_place_id=ChIJPxuR8hFsvhQRlxMn8dN2TlI,13,True,False,True,False,7.4073177104694174,0.779460482725982,4.00222925540306,4.3,-0.3999999999999999,169.0,-34.0,0.7988165680473372,0.2307692307692307,0.6153846153846154,,,,,,,,,,,,UNMATCHED
BOD043,ChIJqVpIA2JtvhQRHEuqj5n7bz8,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Resort Otel,,4.7,5,1575,481.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Değirmenler Mevkii, Eskiçeşme, Haremtan Sk., 48400 Bodrum/Muğla, Türkiye",+902523164848,,2026-08-24,https://www.google.com/maps/search/?api=1&query=METT%20Hotel%20%26%20Beach%20Resort%20Bodrum&query_place_id=ChIJqVpIA2JtvhQRHEuqj5n7bz8,13,True,False,True,False,7.362645270417825,0.7716805487506124,4.62318001796505,4.3,0.4000000000000003,169.0,312.0,2.8461538461538463,0.9230769230769232,0.5384615384615384,OFFBOD034,METT HOTEL & BEACH RESORT BODRUM,5 YILDIZLI OTEL,5.0,72.0,144.0,0555 851 5120,Bodrum Merkez,0.8,name_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD044,ChIJd_IxssJtvhQRRaGntjJV7oU,Noa Suite Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.8,5,98,71.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Güvercin Sk. No:20, 48400 Bodrum/Muğla, Türkiye",+905076510521,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Noa%20Suite%20Hotel&query_place_id=ChIJd_IxssJtvhQRRaGntjJV7oU,13,True,False,True,False,4.59511985013459,0.1737588652482269,4.439380171394799,4.3,0.5,169.0,-98.0,0.4201183431952662,0.0769230769230769,0.0769230769230769,,,,,,,,,,,,UNMATCHED
BOD045,ChIJGUkl_VBsvhQRhaJGNtf2b_Q,Salmakis Resort & Spa,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.2,5,2681,142.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Bardakcı Koyu, Eskiçeşme, Salmakis Cd. No:7, 48400 Bodrum/Muğla, Türkiye",+902523166507,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Salmakis%20Resort%20%26%20Spa&query_place_id=ChIJGUkl_VBsvhQRhaJGNtf2b_Q,13,True,False,True,False,7.894318063841624,0.851922465840483,4.224216846732338,4.3,-0.0999999999999996,169.0,-27.0,0.8402366863905325,0.3076923076923077,0.9230769230769232,,,,,,,,,,,,UNMATCHED
BOD046,ChIJLcWrMBdtvhQRNeCOGk70ZYE,Senses Hotel,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.7,5,1035,148.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Kumbahçe, Atatürk Cd. No:179, 48400 Bodrum/Muğla, Türkiye",+902523132373,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Senses%20Hotel&query_place_id=ChIJLcWrMBdtvhQRNeCOGk70ZYE,13,True,False,True,False,6.943122422819428,0.6895403064623584,4.595543248945148,4.3,0.4000000000000003,169.0,-21.0,0.8757396449704142,0.3846153846153846,0.3846153846153846,,,,,,,,,,,,UNMATCHED
BOD047,ChIJB_Y3_BBsvhQRK4aYUqtoLGI,The Marmara Bodrum,Bodrum Merkez,Bodrum,Muğla,Türkiye,Otel,,4.7,5,987,198.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yokuşbaşı, Sulu Hasan Cd. No:18, 48400 Bodrum/Muğla, Türkiye",+902529991010,,2026-08-24,https://www.google.com/maps/search/?api=1&query=The%20Marmara%20Bodrum&query_place_id=ChIJB_Y3_BBsvhQRK4aYUqtoLGI,13,True,False,True,False,6.895682697747868,0.6792842395044735,4.592092509749943,4.3,0.4000000000000003,169.0,29.0,1.1715976331360949,0.6923076923076923,0.3076923076923077,OFFBOD046,THE MARMARA BODRUM,5 YILDIZLI OTEL,5.0,97.0,194.0,0252 313 8130,Bodrum Merkez,0.8,name_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD048,ChIJW7-Z9-hvvhQRACntL8CkDZw,Babana Hotel,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.7,5,221,132.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"29th Street, Türkbükü, Akdeniz Street No: 5, 48483 Bodrum/Muğla, Türkiye",+902523577198,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Babana%20Hotel&query_place_id=ChIJW7-Z9-hvvhQRACntL8CkDZw,10,True,False,True,False,5.402677381872279,0.321688500727802,4.471776443474042,4.45,0.25,165.0,-33.0,0.8,0.2,0.4,OFFBOD114,BABANA OTEL,2 YILDIZLI OTEL,2.0,36.0,72.0,0252 357 7198,Gündoğan,0.95,phone_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD049,ChIJUbH2xLlvvhQRCVaq4tttTgY,Casa Del Mar Bodrum,Göltürkbükü,Bodrum,Muğla,Türkiye,Turistik Pansiyon,,4.6,5,263,135.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy, Akdeniz Cd. No: 63, 48400 Bodrum/Muğla, Türkiye",+905423141453,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Casa%20Del%20Mar%20Bodrum&query_place_id=ChIJUbH2xLlvvhQRCVaq4tttTgY,10,True,False,True,False,5.575949103146316,0.3607681755829904,4.448848308184727,4.45,0.1499999999999994,165.0,-30.0,0.8181818181818182,0.3,0.5,,,,,,,,,,,,UNMATCHED
BOD050,ChIJoZNUrrlvvhQRtKmU1DNfnzk,Daphnis Hotel Gölköy,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.3,5,590,88.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"37. Sokak, Akdeniz Cd. No: 1, 48450 Bodrum/Muğla, Türkiye",+905526577088,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Daphnis%20Hotel%20G%C3%B6lk%C3%B6y&query_place_id=ChIJoZNUrrlvvhQRtKmU1DNfnzk,10,True,False,True,False,6.3818160174060985,0.5587121212121212,4.32804016729798,4.45,-0.1500000000000003,165.0,-77.0,0.5333333333333333,0.1,0.8,,,,,,,,,,,,UNMATCHED
BOD051,ChIJY-RkJbhvvhQRw99m7CRb_w0,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.4,5,373,162.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mevkii, Gölköy, 36. Sk. No:1 D:1, 48400 Bodrum/Muğla, Türkiye",+902523578118,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Faros%20Bodrum%20Hotel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC&query_place_id=ChIJY-RkJbhvvhQRw99m7CRb_w0,10,True,False,True,False,5.924255797414532,0.4445768772348033,4.379750198649186,4.45,-0.0499999999999998,165.0,-3.0,0.9818181818181818,0.5,0.6,,,,,,,,,,,,UNMATCHED
BOD052,ChIJLbUXL7pvvhQRHM5GVHR2Rg0,Flamm Bodrum,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.5,5,766,219.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Akdeniz Cd, 30. Sk. No:3, 48400 Bodrum/Muğla, Türkiye",+902523577600,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Flamm%20Bodrum&query_place_id=ChIJLbUXL7pvvhQRHM5GVHR2Rg0,10,True,False,True,False,6.642486801367256,0.6217532467532467,4.448385078463204,4.45,0.0499999999999998,165.0,54.0,1.3272727272727274,0.9,0.9,,,,,,,,,,,,UNMATCHED
BOD053,ChIJaSEKq-lvvhQRZeKHVS45qRI,Gölköy Suites,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.4,5,212,172.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mah. Akdeniz Cad, 33. Sk. No:5 D:7, 48483 Bodrum/Muğla, Türkiye",+902523577981,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%B6lk%C3%B6y%20Suites&query_place_id=ChIJaSEKq-lvvhQRZeKHVS45qRI,10,True,False,True,False,5.3612921657094255,0.3126843657817109,4.374941617502459,4.45,-0.0499999999999998,165.0,7.0,1.0424242424242425,0.7,0.3,,,,,,,,,,,,UNMATCHED
BOD054,ChIJ-Zf0urlvvhQRkenPZ4sgzcA,Lavinya Maison,Göltürkbükü,Bodrum,Muğla,Türkiye,Günlük Kiralık Daire,,4.4,5,139,168.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy, 33. Sk. No: 4, 48483 Bodrum/Muğla, Türkiye",+902523577055,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Lavinya%20Maison&query_place_id=ChIJ-Zf0urlvvhQRkenPZ4sgzcA,10,True,False,True,False,4.941642422609304,0.2297520661157024,4.371918044077135,4.45,-0.0499999999999998,165.0,3.0,1.018181818181818,0.6,0.2,,,,,,,,,,,,UNMATCHED
BOD055,ChIJG4OGJ6pvvhQRTnQTKIJda9g,Lavinya Otel Göltürkbükü,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.6,5,132,157.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy Mahallesi 34. Sokak No: 20 bina No:1, D:2, 48483 Bodrum/Muğla, Türkiye",+902523577179,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Lavinya%20Otel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC&query_place_id=ChIJG4OGJ6pvvhQRTnQTKIJda9g,10,True,False,True,False,4.890349128221754,0.2207357859531772,4.415736482720178,4.45,0.1499999999999994,165.0,-8.0,0.9515151515151516,0.4,0.1,,,,,,,,,,,,UNMATCHED
BOD056,ChIJAQAAQO5vvhQR0cqCHEaK7ic,"Mandarin Oriental, Bodrum",Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.7,5,2728,1679.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy, 314 Sokak No.10, 48483 Muğla, Türkiye",+902523111888,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mandarin%20Oriental%2C%20Bodrum&query_place_id=ChIJAQAAQO5vvhQR0cqCHEaK7ic,10,True,False,True,False,7.911690520708339,0.8541014402003757,4.650911213734085,4.45,0.25,165.0,1514.0,10.175757575757576,1.0,1.0,OFFBOD032,MANDARİN ORIENTAL BODRUM,5 YILDIZLI OTEL,5.0,120.0,324.0,0252 345 0453,Göltürkbükü,0.8,name_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD057,ChIJD7WKCLtvvhQRwXRKD3S2iQw,Selvi Bodrum,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.2,5,584,207.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"No:42, Gölköy, Akdeniz Cd., 48400 Bodrum/Muğla, Türkiye",+902523169209,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Selvi%20Bodrum&query_place_id=ChIJD7WKCLtvvhQRwXRKD3S2iQw,10,True,False,True,False,6.371611847231857,0.5561904761904762,4.272581349206349,4.45,-0.25,165.0,42.0,1.2545454545454546,0.8,0.7,OFFBOD107,SELVİ BEACH OTEL,3 YILDIZLI OTEL,3.0,20.0,40.0,0252 316 9209,Türkbükü,0.95,phone_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD058,ChIJxxkyuVJsvhQR6fKf-R5FXrc,Bodrum Beach Resort,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.7,5,1678,69.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Osman Nuri Bilgin Cd. No:37 D:1, 48400 Bodrum/Muğla, Türkiye",+902522110590,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Beach%20Resort&query_place_id=ChIJxxkyuVJsvhQR6fKf-R5FXrc,15,True,False,True,False,7.425953657077541,0.7826492537313433,3.844221276430348,4.0,-0.2999999999999998,128.0,-59.0,0.5390625,0.1333333333333333,0.6666666666666666,OFFBOD054,BODRUM BEACH RESORT,4 YILDIZLI OTEL,4.0,164.0,442.0,0252 319 3345,Gümbet,0.8,name_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD059,ChIJ34m31a1tvhQRlMV0_URSSzE,Bodrum Hotel Baba,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.7,5,465,77.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Ayaz Cd. No:8, 48400 Bodrum/Muğla, Türkiye",+902529700366,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Hotel%20Baba&query_place_id=ChIJ34m31a1tvhQRlMV0_URSSzE,15,True,False,True,False,6.144185634125646,0.4994629430719656,4.032127192982456,4.0,-0.2999999999999998,128.0,-51.0,0.6015625,0.2,0.2,,,,,,,,,,,,UNMATCHED
BOD060,ChIJjfpFULBtvhQRmWBxrJ_BUrk,Club Shark Hotel,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.2,5,1124,111.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Yel Değirmeni Cd. No:4, 48400 Bodrum/Muğla, Türkiye",+902523450492,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Club%20Shark%20Hotel&query_place_id=ChIJjfpFULBtvhQRmWBxrJ_BUrk,15,True,False,True,False,7.025538314638521,0.7069182389937106,4.24793107966457,4.0,0.2000000000000001,128.0,-17.0,0.8671875,0.4,0.4,OFFBOD062,CLUB SHARK OTEL,4 YILDIZLI OTEL,4.0,105.0,210.0,0252 319 3620,Gümbet,0.7806,fuzzy,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD061,ChIJi1RysUtsvhQReySSwLnKb6U,Gümbet Anıl Beach,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.3,5,1489,150.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Yarbay Sabri Ergüden Sk., 48400 Bodrum/Muğla, Türkiye",+902523193900,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%BCmbet%20An%C4%B1l%20Beach&query_place_id=ChIJi1RysUtsvhQReySSwLnKb6U,15,True,False,True,False,7.306531398939505,0.7616368286445013,4.315145993179881,4.0,0.2999999999999998,128.0,22.0,1.171875,0.6666666666666666,0.5333333333333333,,,,,,,,,,,,UNMATCHED
BOD062,ChIJO08Er6htvhQR5H87YsG4EeY,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.9,5,237,79.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"M, Asarlik Mevkii Adnan Menderes Cad, Gümbet, Kaşif Ertekin Sk. No:8, 48400 Bodrum/Muğla, Türkiye",+902523195252,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%BCmbet%20Cove%20Hotel%2C%20Mu%C4%9Fla%20T%C3%BCrkiye&query_place_id=ChIJO08Er6htvhQR5H87YsG4EeY,15,True,False,True,False,5.472270673671475,0.337126600284495,4.207269440493125,4.0,-0.1,128.0,-49.0,0.6171875,0.2666666666666666,0.0666666666666666,OFFBOD118,GÜMBET COVE OTEL,2 YILDIZLI OTEL,2.0,42.0,90.0,0252 319 5252,Gümbet,0.95,phone_exact,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD063,ChIJNRIjqlRsvhQRGxrphNIqGwk,Jasmin Beach Hotel,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.9,5,2330,212.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Dayılar Sk., 48400 Bodrum/Muğla, Türkiye",+902523450439,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Jasmin%20Beach%20Hotel&query_place_id=ChIJNRIjqlRsvhQRGxrphNIqGwk,15,True,False,True,False,7.754052639035757,0.8333333333333334,3.977256944444444,4.0,-0.1,128.0,84.0,1.65625,0.8,0.8666666666666667,OFFBOD067,JASMİN BEACH OTEL,4 YILDIZLI OTEL,4.0,254.0,508.0,0252 319 4790,Gümbet,0.7828,fuzzy,https://mugla.ktb.gov.tr/Eklenti/102365%2Cisletme-belgeli-tesisler--agustospdf.pdf?0=,MATCHED_HIGH_CONFIDENCE
BOD064,ChIJAQ-IIVNsvhQRAQriNOcd5wA,Jasmin Elite Residence & Spa,Gümbet,Bodrum,Muğla,Türkiye,Uzun Süreli Kalmaya Uygun Otel,,4.5,5,600,154.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Dayılar Sk. No:1, 48400 Bodrum/Muğla, Türkiye",+902523190072,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Jasmin%20Elite%20Residence%20%26%20Spa&query_place_id=ChIJAQ-IIVNsvhQRAQriNOcd5wA,15,True,False,True,False,6.398594934535208,0.5628517823639775,4.440347482801751,4.0,0.5,128.0,26.0,1.203125,0.7333333333333333,0.3333333333333333,,,,,,,,,,,,UNMATCHED
BOD065,ChIJk_7uUOZtvhQRslDfiDT6f6s,Mirada Exclusive Bodrum,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.8,5,1905,473.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Asarlık Mevkii, Turkuaz Sk. No:8/10, 48400 Bodrum/Muğla, Türkiye",+902524127630,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mirada%20Exclusive%20Bodrum&query_place_id=ChIJk_7uUOZtvhQRslDfiDT6f6s,15,True,False,True,False,7.552762084214147,0.8034584563475327,4.714217805426683,4.0,0.7999999999999998,128.0,345.0,3.6953125,0.9666666666666668,0.7333333333333333,,,,,,,,,,,,UNMATCHED
BOD066,ChIJN0uCWq9tvhQRf5-KhqIJ2as,Royal Asarlik Beach Hotel & Spa,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.0,5,3511,136.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Ethem Kaptan Sk. No: 4, 48400 Bodrum/Muğla, Türkiye",+902523450452,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Royal%20Asarlik%20Beach%20Hotel%20%26%20Spa&query_place_id=ChIJN0uCWq9tvhQRf5-KhqIJ2as,15,True,False,True,False,8.163940954755008,0.8828262509429218,4.0425975400217915,4.0,0.0,128.0,8.0,1.0625,0.6,0.9333333333333332,,,,,,,,,,,,UNMATCHED
BOD067,ChIJmbdvxK1tvhQRx48Im613KJA,Sami Beach Hotel,Gümbet,Bodrum,Muğla,Türkiye,Kat Hizmeti Sunulan Konaklama,,4.0,5,2089,128.0,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Ayaz Cd. No:18, 48400 Bodrum/Muğla, Türkiye",+902522750320,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Sami%20Beach%20Hotel&query_place_id=ChIJmbdvxK1tvhQRx48Im613KJA,15,True,False,True,False,7.644919344958857,0.8176125244618395,4.066305446836269,4.0,0.0,128.0,0.0,1.0,0.5333333333333333,0.8,,,,,,,,,,,,UNMATCHED
