hotel_id,place_id,hotel_name,area,district,province,country,property_category,official_star_rating,google_rating,google_rating_scale,google_review_count,search_price_usd_snapshot,price_note,address,phone,business_status,collected_at,source_url
BOD054,ChIJ-Zf0urlvvhQRkenPZ4sgzcA,Lavinya Maison,Göltürkbükü,Bodrum,Muğla,Türkiye,Günlük Kiralık Daire,,4.4,5,139,168,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy, 33. Sk. No: 4, 48483 Bodrum/Muğla, Türkiye",+902523577055,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Lavinya%20Maison&query_place_id=ChIJ-Zf0urlvvhQRkenPZ4sgzcA
BOD055,ChIJG4OGJ6pvvhQRTnQTKIJda9g,Lavinya Otel Göltürkbükü,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.6,5,132,157,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy Mahallesi 34. Sokak No: 20 bina No:1, D:2, 48483 Bodrum/Muğla, Türkiye",+902523577179,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Lavinya%20Otel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC&query_place_id=ChIJG4OGJ6pvvhQRTnQTKIJda9g
BOD056,ChIJAQAAQO5vvhQR0cqCHEaK7ic,"Mandarin Oriental, Bodrum",Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.7,5,2728,1679,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gölköy, 314 Sokak No.10, 48483 Muğla, Türkiye",+902523111888,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mandarin%20Oriental%2C%20Bodrum&query_place_id=ChIJAQAAQO5vvhQR0cqCHEaK7ic
BOD057,ChIJD7WKCLtvvhQRwXRKD3S2iQw,Selvi Bodrum,Göltürkbükü,Bodrum,Muğla,Türkiye,Otel,,4.2,5,584,207,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"No:42, Gölköy, Akdeniz Cd., 48400 Bodrum/Muğla, Türkiye",+902523169209,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Selvi%20Bodrum&query_place_id=ChIJD7WKCLtvvhQRwXRKD3S2iQw
BOD058,ChIJxxkyuVJsvhQR6fKf-R5FXrc,Bodrum Beach Resort,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.7,5,1678,69,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Osman Nuri Bilgin Cd. No:37 D:1, 48400 Bodrum/Muğla, Türkiye",+902522110590,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Beach%20Resort&query_place_id=ChIJxxkyuVJsvhQR6fKf-R5FXrc
BOD059,ChIJ34m31a1tvhQRlMV0_URSSzE,Bodrum Hotel Baba,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.7,5,465,77,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Ayaz Cd. No:8, 48400 Bodrum/Muğla, Türkiye",+902529700366,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Bodrum%20Hotel%20Baba&query_place_id=ChIJ34m31a1tvhQRlMV0_URSSzE
BOD060,ChIJjfpFULBtvhQRmWBxrJ_BUrk,Club Shark Hotel,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.2,5,1124,111,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Yel Değirmeni Cd. No:4, 48400 Bodrum/Muğla, Türkiye",+902523450492,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Club%20Shark%20Hotel&query_place_id=ChIJjfpFULBtvhQRmWBxrJ_BUrk
BOD061,ChIJi1RysUtsvhQReySSwLnKb6U,Gümbet Anıl Beach,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.3,5,1489,150,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Yarbay Sabri Ergüden Sk., 48400 Bodrum/Muğla, Türkiye",+902523193900,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%BCmbet%20An%C4%B1l%20Beach&query_place_id=ChIJi1RysUtsvhQReySSwLnKb6U
BOD062,ChIJO08Er6htvhQR5H87YsG4EeY,"Gümbet Cove Hotel, Muğla Türkiye",Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.9,5,237,79,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"M, Asarlik Mevkii Adnan Menderes Cad, Gümbet, Kaşif Ertekin Sk. No:8, 48400 Bodrum/Muğla, Türkiye",+902523195252,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%BCmbet%20Cove%20Hotel%2C%20Mu%C4%9Fla%20T%C3%BCrkiye&query_place_id=ChIJO08Er6htvhQR5H87YsG4EeY
BOD063,ChIJNRIjqlRsvhQRGxrphNIqGwk,Jasmin Beach Hotel,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.9,5,2330,212,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Dayılar Sk., 48400 Bodrum/Muğla, Türkiye",+902523450439,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Jasmin%20Beach%20Hotel&query_place_id=ChIJNRIjqlRsvhQRGxrphNIqGwk
BOD064,ChIJAQ-IIVNsvhQRAQriNOcd5wA,Jasmin Elite Residence & Spa,Gümbet,Bodrum,Muğla,Türkiye,Uzun Süreli Kalmaya Uygun Otel,,4.5,5,600,154,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Dayılar Sk. No:1, 48400 Bodrum/Muğla, Türkiye",+902523190072,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Jasmin%20Elite%20Residence%20%26%20Spa&query_place_id=ChIJAQ-IIVNsvhQRAQriNOcd5wA
BOD065,ChIJk_7uUOZtvhQRslDfiDT6f6s,Mirada Exclusive Bodrum,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.8,5,1905,473,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Asarlık Mevkii, Turkuaz Sk. No:8/10, 48400 Bodrum/Muğla, Türkiye",+902524127630,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mirada%20Exclusive%20Bodrum&query_place_id=ChIJk_7uUOZtvhQRslDfiDT6f6s
BOD066,ChIJN0uCWq9tvhQRf5-KhqIJ2as,Royal Asarlik Beach Hotel & Spa,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.0,5,3511,136,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Ethem Kaptan Sk. No: 4, 48400 Bodrum/Muğla, Türkiye",+902523450452,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Royal%20Asarlik%20Beach%20Hotel%20%26%20Spa&query_place_id=ChIJN0uCWq9tvhQRf5-KhqIJ2as
BOD067,ChIJmbdvxK1tvhQRx48Im613KJA,Sami Beach Hotel,Gümbet,Bodrum,Muğla,Türkiye,Kat Hizmeti Sunulan Konaklama,,4.0,5,2089,128,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Ayaz Cd. No:18, 48400 Bodrum/Muğla, Türkiye",+902522750320,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Sami%20Beach%20Hotel&query_place_id=ChIJmbdvxK1tvhQRx48Im613KJA
BOD068,ChIJxRQCpKdtvhQRiZV1rLRDZSM,Selectum Colours Bodrum,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.8,5,13412,473,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Adnan Menderes Cd. No:63, 48400 Bodrum/Muğla, Türkiye",+902523197000,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Selectum%20Colours%20Bodrum&query_place_id=ChIJxRQCpKdtvhQRiZV1rLRDZSM
BOD069,ChIJR_ba3VJsvhQRapanF-L0dwo,Siesta Beach Apart,Gümbet,Bodrum,Muğla,Türkiye,Resort Otel,,3.4,5,502,65,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Dayılar sok No: 31 Degirmenalti, Gümbet, 48400 Bodrum/Muğla, Türkiye",+902523450498,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Siesta%20Beach%20Apart&query_place_id=ChIJR_ba3VJsvhQRapanF-L0dwo
BOD070,ChIJHcO2oKhtvhQR0DTiondx6MU,The Luvi Hotel,Gümbet,Bodrum,Muğla,Türkiye,Otel,,3.7,5,1226,121,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet Mah. Adnan Menderes Cad, Gümbet, Kaşif Ertekin Sk. No:10, 48400 Bodrum/Muğla, Türkiye",+902523197148,,2026-08-24,https://www.google.com/maps/search/?api=1&query=The%20Luvi%20Hotel&query_place_id=ChIJHcO2oKhtvhQR0DTiondx6MU
BOD071,ChIJy0Z7TattvhQRtyODGrWwzok,Tropicana Beach Hotel,Gümbet,Bodrum,Muğla,Türkiye,Motel,,4.3,5,281,87,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Dolgu Mevkii, Bodrum, 48400, Gümbet, 48400 Bodrum/Muğla, Türkiye",+902523193523,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Tropicana%20Beach%20Hotel&query_place_id=ChIJy0Z7TattvhQRtyODGrWwzok
BOD072,ChIJkXZdS0BsvhQR2B_lTbvKswM,VERY CHIC BODRUM,Gümbet,Bodrum,Muğla,Türkiye,Otel,,4.2,5,1670,241,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümbet, Zengin Hüseyin Sk. No:9, 48400 Bodrum/Muğla, Türkiye",+902529700360,,2026-08-24,https://www.google.com/maps/search/?api=1&query=VERY%20CHIC%20BODRUM&query_place_id=ChIJkXZdS0BsvhQR2B_lTbvKswM
BOD073,ChIJKxy7qO50vhQRtPjXO1brYXM,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,Bodrum,Muğla,Türkiye,Doğa Köşkü,,4.3,5,219,95,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, 1120. Sk. No:20, 48970 Bodrum/Muğla, Türkiye",+905326058479,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Arriba%20Apartment%20%26%20Restaurant%20%26%20Bungalows&query_place_id=ChIJKxy7qO50vhQRtPjXO1brYXM
BOD074,ChIJ6zcjZiV1vhQRyyjNHZwIoI4,Begonvil Gümüşlük,Gümüşlük,Bodrum,Muğla,Türkiye,Kamping Bungalov,,4.8,5,36,151,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Kırçiçeği Sk. No:4, 48400 Bodrum/Muğla, Türkiye",+905321301948,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Begonvil%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk&query_place_id=ChIJ6zcjZiV1vhQRyyjNHZwIoI4
BOD075,ChIJiV_oOwsNvhQRUZiyhoOACos,Benjamin Otel,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,5.0,5,487,129,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Atatürk Cd. No:89, 48970 Bodrum/Muğla, Türkiye",+905363943042,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Benjamin%20Otel&query_place_id=ChIJiV_oOwsNvhQRUZiyhoOACos
BOD076,ChIJbSnvjO50vhQRkL_tKcHMxUA,Gümüşlük No3,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,5.0,5,52,,,"Gümüşlük, Kültür Sk. No: 3/3, 48970 Bodrum/Muğla, Türkiye",+905335464803,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20No3&query_place_id=ChIJbSnvjO50vhQRkL_tKcHMxUA
BOD077,ChIJBYunbel0vhQRb4Nuj9bewJs,Ladonia Hotels Zemda,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,3.8,5,376,70,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Zemda Hotel Adres: Gümüşlük Mah 1120 Sokak No:4 Posta Kodu:, 1120. Sk. No:4, 48970 Bodrum/Muğla, Türkiye",+902522110511,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Ladonia%20Hotels%20Zemda&query_place_id=ChIJBYunbel0vhQRb4Nuj9bewJs
BOD078,ChIJCdIJiPt1vhQRS3-Kn7JaEoU,Liman Hotel Gümüslük (Adult only),Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,4.8,5,411,134,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, 1120. Sk. No:52, 48400 Bodrum/Muğla, Türkiye",+905491032323,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Liman%20Hotel%20G%C3%BCm%C3%BCsl%C3%BCk%20%28Adult%20only%29&query_place_id=ChIJCdIJiPt1vhQRS3-Kn7JaEoU
BOD079,ChIJTyhOR-10vhQRugeKxp4chBc,Metin's Gümüşlük - Hotel & Restaurant,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,4.2,5,362,89,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Atatürk Cd. No:82, 48970 Bodrum/Muğla, Türkiye",+902523943182,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Metin%27s%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk%20-%20Hotel%20%26%20Restaurant&query_place_id=ChIJTyhOR-10vhQRugeKxp4chBc
BOD080,ChIJWaJoi-50vhQRqlVRnuxIHAo,Myndos Oda & kahvalti,Gümüşlük,Bodrum,Muğla,Türkiye,Oda Kahvaltı,,4.2,5,171,113,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Kilimci Sk. No:39, 48970 Bodrum/Muğla, Türkiye",+905525197060,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Myndos%20Oda%20%26%20kahvalti&query_place_id=ChIJWaJoi-50vhQRqlVRnuxIHAo
BOD081,ChIJTycZePt1vhQRg_c7eAH5CT4,Oda Bodrum Gümüşlük,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,4.5,5,276,63,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Atatürk Cd. No: 54, 48970 Bodrum/Muğla, Türkiye",+905348120058,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Oda%20Bodrum%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk&query_place_id=ChIJTycZePt1vhQRg_c7eAH5CT4
BOD082,ChIJ7yRkgO50vhQRDbRpk5bhV2w,Otel Gümüşlük,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,4.5,5,442,110,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mevkii, Karakaya Mahallesi, Kilimci Sk. No: 28, 48970 Bodrum/Muğla, Türkiye",+905446452661,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Otel%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk&query_place_id=ChIJ7yRkgO50vhQRDbRpk5bhV2w
BOD083,ChIJfwHwVD51vhQRqizjxcZItOo,Oza butik hotel,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,4.7,5,143,109,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Atatürk Cd. 80/A, 48970 Bodrum/Muğla, Türkiye",+905323115849,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Oza%20butik%20hotel&query_place_id=ChIJfwHwVD51vhQRqizjxcZItOo
BOD084,ChIJcYwdoe50vhQRx0iib85SoFE,Paradise Garden Apartments,Gümüşlük,Bodrum,Muğla,Türkiye,Apartments,,4.7,5,55,,,"Yali Mevkii Gumusluk, Armonia Evleri, 48400, Türkiye",+905423448954,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Paradise%20Garden%20Apartments&query_place_id=ChIJcYwdoe50vhQRx0iib85SoFE
BOD085,ChIJ6f_vtgR1vhQRpfYoCzo-IhQ,Paradise Gümüşlük,Gümüşlük,Bodrum,Muğla,Türkiye,Uzun Süreli Kalmaya Uygun Otel,,4.5,5,37,81,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Kültür Sk. No 6/2, 48400 Bodrum/Muğla, Türkiye",+905325142412,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Paradise%20G%C3%BCm%C3%BC%C5%9Fl%C3%BCk&query_place_id=ChIJ6f_vtgR1vhQRpfYoCzo-IhQ
BOD086,ChIJcYplw0R0vhQRzWpJ3M601Qw,Vega Aparts,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,3.9,5,486,106,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Umit Sokak 29 Koyunbaba Mevkii, 48400 Bodrum/Muğla, Türkiye",+902523886500,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Vega%20Aparts&query_place_id=ChIJcYplw0R0vhQRzWpJ3M601Qw
BOD087,ChIJGcaQbud1vhQRPsL_-lbJVmY,Wanderheaven Camping & Tiny House Bodrum,Gümüşlük,Bodrum,Muğla,Türkiye,Otel,,4.7,5,613,80,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gümüşlük, Kilimci Sk., 48970 Bodrum/Muğla, Türkiye",+905346989448,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Wanderheaven%20Camping%20%26%20Tiny%20House%20Bodrum&query_place_id=ChIJGcaQbud1vhQRPsL_-lbJVmY
BOD088,ChIJ5zcoSD9wvhQRD6Swln-iZ5Y,Baia Bodrum Hotel,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.3,5,1964,295,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"TÜRKİYE, Aşağı, 48965 Gündoğan/Bodrum/Muğla, Türkiye",+908508502242,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Baia%20Bodrum%20Hotel&query_place_id=ChIJ5zcoSD9wvhQRD6Swln-iZ5Y
BOD089,ChIJbVCWxj9wvhQRHejA2QkcIgM,Cape Bodrum Luxury Hotel & Beach,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.4,5,1351,292,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoǧan/Bodrum Muğla TR, Gündoğan, Kızılburun Cd. No:72, 48965, Türkiye",+902523870600,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Cape%20Bodrum%20Luxury%20Hotel%20%26%20Beach&query_place_id=ChIJbVCWxj9wvhQRHejA2QkcIgM
BOD090,ChIJi3_p9zhwvhQRGBCSxo0tZ34,Costa Farilya Special Class Hotel Bodrum,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.5,5,690,177,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Yalı Mevkii No: 62, 48965 Bodrum/Muğla, Türkiye",+902523878487,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Costa%20Farilya%20Special%20Class%20Hotel%20Bodrum&query_place_id=ChIJi3_p9zhwvhQRGBCSxo0tZ34
BOD091,ChIJwbFDVd5xvhQRs2PvMtgliAY,Gündoğan Suites,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.9,5,67,197,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Naciye Şahin Sk. No:6, 48400 Bodrum/Muğla, Türkiye",+905339753836,,2026-08-24,https://www.google.com/maps/search/?api=1&query=G%C3%BCndo%C4%9Fan%20Suites&query_place_id=ChIJwbFDVd5xvhQRs2PvMtgliAY
BOD092,ChIJy6bJFhVvhQRM5gSLrr4xCM,Liona Hotel,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.3,5,307,109,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Kızılburun Cd. No:42 D:11, 48965 Gündogan/Bodrum/Bodrum/Muğla, Türkiye",+902523879212,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Liona%20Hotel&query_place_id=ChIJy6bJFhVvhQRM5gSLrr4xCM
BOD093,ChIJi_stPEhwvhQRRVgWIfzDHqw,Malta Bodrum Hotel,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.5,5,127,182,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Şht. Uğur Öztop Cd. 506 Sokak No:15 B, 48400 Bodrum/Muğla, Türkiye",+905548706970,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Malta%20Bodrum%20Hotel&query_place_id=ChIJi_stPEhwvhQRRVgWIfzDHqw
BOD094,ChIJb_hjctpxvhQRJilpHE8j3DY,Marje Villas,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,5.0,5,33,417,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Koytürk Sk. No:17A, 48965 Bodrum/Muğla, Türkiye",+908502197350,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Marje%20Villas&query_place_id=ChIJb_hjctpxvhQRJilpHE8j3DY
BOD095,ChIJI4lKTR9wvhQRxyiXIaGKQV4,Mivara Luxury Bodrum,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.7,5,606,210,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Farilya Cd. No:9, 48965 Bodrum/Muğla, Türkiye",+902523113434,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Mivara%20Luxury%20Bodrum&query_place_id=ChIJI4lKTR9wvhQRxyiXIaGKQV4
BOD096,ChIJFQgr8DhwvhQRtcIc1PsQxRc,Olira Boutique Hotel&SPA,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.5,5,149,292,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Yalı Mevki Gündoğan No:66, 48400 Bodrum/Muğla, Türkiye",+902523878714,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Olira%20Boutique%20Hotel%26SPA&query_place_id=ChIJFQgr8DhwvhQRtcIc1PsQxRc
BOD097,ChIJm9ANqvtxvhQR14eZKaXZg0c,OLİVE TREE HOTEL,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.7,5,79,118,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Farilya Cd. No:1, 48400 Bodrum/Muğla, Türkiye",+905442316177,,2026-08-24,https://www.google.com/maps/search/?api=1&query=OL%C4%B0VE%20TREE%20HOTEL&query_place_id=ChIJm9ANqvtxvhQR14eZKaXZg0c
BOD098,ChIJJXCTVxFxvhQRlBlKghcLQDU,Swissôtel Living Bodrum,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.5,5,371,281,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Kızılburun Cd. No:132, 48400 Bodrum/Muğla, Türkiye",+902523870257,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Swiss%C3%B4tel%20Living%20Bodrum&query_place_id=ChIJJXCTVxFxvhQRlBlKghcLQDU
BOD099,ChIJS64gV3ZtvhQREG8a3u831xo,Villa Oliva Butik Otel,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.8,5,168,123,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Farilya, Atatürk Cd. no:97/A, 48400 Bodrum/Muğla, Türkiye",+905531986073,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Villa%20Oliva%20Butik%20Otel&query_place_id=ChIJS64gV3ZtvhQREG8a3u831xo
BOD100,ChIJw-cVHDpwvhQRjnvlNDgFTK8,Villa Rustica Hotel,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.7,5,243,145,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, Şht. Uğur Öztop Cd. No:85 D:13, 48965 Gündogan/Bodrum/Bodrum/Muğla, Türkiye",+902523877053,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Villa%20Rustica%20Hotel&query_place_id=ChIJw-cVHDpwvhQRjnvlNDgFTK8
BOD101,ChIJ6djpOztwvhQRnTFvrQBXdA0,Vita Bella Hotel Resort & Spa,Gündoğan,Bodrum,Muğla,Türkiye,Otel,,4.4,5,365,119,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Gündoğan, 25. Sk. No:1, 48400 Bodrum/Muğla, Türkiye",+902523879575,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Vita%20Bella%20Hotel%20Resort%20%26%20Spa&query_place_id=ChIJ6djpOztwvhQRnTFvrQBXdA0
BOD102,ChIJS-u3SmldvhQRlZlRpyZUPiM,Akyalı Butik Hotel,Güvercinlik,Bodrum,Muğla,Türkiye,Otel,,3.9,5,353,103,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Güvercinlik, Adnan Şenses Sokak No:30, 48450 Bodrum/Muğla, Türkiye",+902523745444,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Akyal%C4%B1%20Butik%20Hotel&query_place_id=ChIJS-u3SmldvhQRlZlRpyZUPiM
BOD103,ChIJZXT_SYldvhQRxJH8xVKHKd4,Green Bay Resort & Spa Bodrum,Güvercinlik,Bodrum,Muğla,Türkiye,Otel,,4.5,5,6843,179,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Meşelik Mahallesi Kuyucak Mevkii, Meşelik Köyü-Bodrum/Milas Muğla TR, D:82, 48000, Türkiye",+902522110441,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Green%20Bay%20Resort%20%26%20Spa%20Bodrum&query_place_id=ChIJZXT_SYldvhQRxJH8xVKHKd4
BOD104,ChIJI59jNQxdvhQR6UAwxjuwZEI,Greenport Bodrum,Güvercinlik,Bodrum,Muğla,Türkiye,Otel,,3.2,5,1317,98,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Güvercinlik, Güvercinlik Blv no:90/1, 48450 Bodrum/Muğla, Türkiye",+902522114142,,2026-08-24,https://www.google.com/maps/search/?api=1&query=Greenport%20Bodrum&query_place_id=ChIJI59jNQxdvhQR6UAwxjuwZEI
BOD105,ChIJbfTG_XpnvhQR2tmyGkVXGTg,İsolina Hotel,Güvercinlik,Bodrum,Muğla,Türkiye,Otel,,4.1,5,221,195,Arama anındaki fiyat snapshot'ı; tarih/oda/kişi koşullarına göre değişebilir.,"Güvercinlik mevkii, Gökçeler Küme evleri No 21, 48450 Bodrum/Muğla, Türkiye",+905301023848,,2026-08-24,https://www.google.com/maps/search/?api=1&query=%C4%B0solina%20Hotel&query_place_id=ChIJbfTG_XpnvhQR2tmyGkVXGTg
